title,revenue,release,prod_budget,genre,company
Baby Geniuses,1,3,1,Science Fiction,TriStar Pictures
The Big Hit,1,4,1,Action,TriStar Pictures
Harriet the Spy,0,7,1,Comedy,Paramount Pictures
Child's Play 2,1,11,1,Drama,Universal Pictures
No Good Deed,1,9,1,Crime,Will Packer Productions
The Mist,1,11,1,Science Fiction,Darkwoods Productions
Ex Machina,1,1,1,Drama,DNA Films
Being John Malkovich,1,9,1,Fantasy,Gramercy Pictures
Two Can Play That Game,0,9,1,Comedy,Screen Gems
Earth to Echo,1,6,1,Family,Walt Disney Studios Motion Pictures
Crazy/Beautiful,1,6,1,Drama,Touchstone Pictures
Letters from Iwo Jima,1,12,1,Action,DreamWorks SKG
The Astronaut Farmer,1,10,1,Adventure,Polish Brothers Construction
Woo,1,5,1,Comedy,New Line Cinema
Room,1,10,1,Drama,Téléfilm Canada
Dirty Work,0,6,0,Comedy,Robert Simonds Productions
Serial Mom,1,4,1,Comedy,Savoy Pictures
Dick,1,8,1,Comedy,Columbia Pictures
54,1,8,1,Music,Redeemable Features
Bubble Boy,0,8,0,Adventure,Touchstone Pictures
Birthday Girl,0,9,1,Comedy,HAL Films
21 & Over,1,3,1,Comedy,Relativity Media
"Paris, je t'aime",1,5,1,Drama,Filmazure
Resurrecting the Champ,0,6,0,Drama,Battleplan Productions
Admission,1,3,1,Comedy,Focus Features
The Widow of Saint-Pierre,0,1,0,Romance,Cinémaginaire Inc.
Chloe,1,3,1,Drama,StudioCanal
Faithful,1,4,1,Comedy,New Line Cinema
Find Me Guilty,1,3,1,Drama,Yari Film Group
The Perks of Being a Wallflower,1,9,1,Drama,Summit Entertainment
Excessive Force,1,5,1,Action,New Line Cinema
Infamous,1,11,1,Drama,Killer Films
The Claim,0,12,0,Drama,Revolution Films
The Vatican Tapes,1,7,1,Thriller,Lakeshore Entertainment
Attack the Block,1,5,1,Action,UK Film Council
In the Land of Blood and Honey,1,12,1,Drama,FilmDistrict
The Call,1,3,1,Crime,TriStar Pictures
Operation Chromite,0,7,0,History,Taewon Entertainment
The Crocodile Hunter: Collision Course,1,7,0,Family,Cheyenne Enterprises
I Love You Phillip Morris,1,1,1,Comedy,EuropaCorp
Quest for Fire,2,12,1,Adventure,Belstar Productions
Antwone Fisher,1,12,1,Drama,Fox Searchlight Pictures
The Emperor's Club,0,11,0,Drama,Universal Pictures
True Romance,1,9,1,Action,Davis-Films
Womb,0,7,1,Romance,Razor Film Produktion GmbH
Glengarry Glen Ross,1,9,1,Crime,New Line Cinema
The Killer Inside Me,0,2,1,Crime,Revolution Films
Cat People,0,4,0,Drama,Universal Pictures
Sorority Row,1,9,1,Horror,Summit Entertainment
The Prisoner of Zenda,0,9,0,Adventure,United Artists
Lars and the Real Girl,1,10,1,Comedy,Sidney Kimmel Entertainment
The Boy in the Striped Pyjamas,1,5,1,War,Miramax Films
Dancer in the Dark,1,5,1,Drama,Fine Line Features
Oscar and Lucinda,0,12,0,Drama,Fox Searchlight Pictures
The Funeral,1,1,1,Crime,C&P Productions
Solitary Man,1,9,1,Comedy,Smartest Man Productions
Machete,1,9,1,Action,Dune Entertainment
Casino Jack,1,9,1,Crime,An Olive Branch Productions
The Land Before Time,2,11,1,Animation,Lucasfilm
Tae Guk Gi: The Brotherhood of War,1,2,0,Action,Showbox Entertainment
The Perfect Game,1,4,1,Drama,HighRoad Entertainment
The Exorcist,11,12,1,Drama,Warner Bros.
Jaws,11,6,1,Horror,Universal Pictures
American Pie,4,7,1,Comedy,Universal Pictures
Ernest & Celestine,1,12,1,Animation,StudioCanal
The Golden Child,2,12,2,Action,Paramount Pictures
Think Like a Man,2,4,1,Comedy,Rainforest Films
Barbershop,2,4,1,Comedy,Metro-Goldwyn-Mayer (MGM)
Star Trek II: The Wrath of Khan,3,6,1,Action,Paramount Pictures
Ace Ventura: Pet Detective,2,2,1,Comedy,Warner Bros.
WarGames,2,6,1,Thriller,United Artists
Witness,2,2,1,Crime,Paramount Pictures
Act of Valor,1,2,1,Action,Relativity Media
Step Up,2,8,1,Music,Summit Entertainment
Beavis and Butt-Head Do America,0,12,1,Animation,Paramount Pictures
Jackie Brown,1,12,1,Comedy,Miramax Films
Harold & Kumar Escape from Guantanamo Bay,1,4,1,Comedy,New Line Cinema
Chronicle,2,2,1,Science Fiction,Twentieth Century Fox Film Corporation
Yentl,1,11,1,Music,United Artists
Time Bandits,2,7,1,Family,Handmade Films Ltd.
Crossroads,1,2,1,Action,Paramount Pictures
Project X,2,3,1,Comedy,Silver Pictures
Patton,6,1,2,Drama,Twentieth Century Fox Film Corporation
One Hour Photo,1,8,1,Horror,Fox Searchlight Pictures
Quarantine,1,10,1,Horror,Vertigo Entertainment
The Eye,1,2,1,Drama,Paramount Vantage
Johnson Family Vacation,1,4,1,Comedy,Fox Searchlight Pictures
How High,1,12,1,Comedy,Universal Pictures
The Muppet Christmas Carol,1,12,0,Comedy,Walt Disney Pictures
Frida,1,8,1,Drama,Miramax Films
Katy Perry: Part of Me,1,6,1,Documentary,Paramount Pictures
The Fault in Our Stars,4,5,1,Romance,Fox 2000 Pictures
Rounders,1,9,1,Drama,Miramax Films
Top Five,1,12,0,Drama,Paramount Pictures
Prophecy,2,1,1,Horror,Paramount Pictures
Stir of Echoes,1,9,1,Horror,Artisan Entertainment
Philomena,2,11,1,Drama,BBC Films
The Upside of Anger,0,1,0,Comedy,New Line Cinema
The Boys from Brazil,0,10,0,Horror,Producers Circle
Aquamarine,1,3,1,Fantasy,Fox 2000 Pictures
Paper Towns,1,6,1,Drama,Fox 2000 Pictures
Nebraska,1,9,1,Drama,Paramount Vantage
Tales from the Crypt: Demon Knight,0,1,0,Horror,Universal Pictures
Max Keeble's Big Move,1,10,1,Comedy,Walt Disney Pictures
Young Adult,1,12,1,Comedy,Paramount Pictures
Crank,1,8,1,Action,Lions Gate Films
Def Jam's How to Be a Player,1,8,0,Comedy,Island Pictures
Living Out Loud,1,10,1,Comedy,New Line Cinema
Just Wright,1,5,0,Comedy,Fox Searchlight Pictures
Rachel Getting Married,0,10,0,Drama,Clinica Estetico
The Postman Always Rings Twice,0,3,1,Romance,Lorimar Film Entertainment
Girl with a Pearl Earring,1,8,0,Drama,Wild Bear Films
Das Boot,3,9,1,Action,Radiant Film GmbH
Sorority Boys,0,3,1,Comedy,Touchstone Pictures
About Time,1,8,0,Comedy,Working Title Films
House of Flying Daggers,2,5,0,Adventure,Beijing New Picture Film Co. Ltd.
Arbitrage,1,9,1,Drama,Lionsgate
Project Almanac,1,1,1,Science Fiction,Paramount Pictures
Cadillac Records,0,12,1,Drama,Parkwood Entertainment
Screwed,0,5,0,Action,Universal Pictures
Fortress,1,9,1,Action,Village Roadshow Pictures
For Your Consideration,1,11,1,Comedy,Shangri-La Entertainment
Celebrity,0,9,0,Drama,Sweetland Films
Running with Scissors,1,10,1,Drama,TriStar Pictures
From Justin to Kelly,1,6,1,Comedy,19 Entertainment
Girl 6,1,3,1,Comedy,Fox Searchlight Pictures
In the Cut,1,9,1,Mystery,Pathe Productions
Two Lovers,1,11,1,Drama,2929 Productions
Last Orders,0,9,0,Comedy,Scala Productions
The Host,2,7,1,Horror,Cineclick Asia
Ravenous,0,3,1,Comedy,Twentieth Century Fox Film Corporation
Charlie Bartlett,0,2,1,Comedy,Metro-Goldwyn-Mayer (MGM)
The Great Beauty,1,5,1,Comedy,France 2 Cinéma
The Dangerous Lives of Altar Boys,0,6,0,Comedy,Egg Pictures
Stoker,1,2,1,Drama,Fox Searchlight Pictures
2046,1,5,1,Fantasy,Paradis Films
Married Life,0,9,1,Crime,Sidney Kimmel Entertainment
Duma,0,4,1,Adventure,John Wells Productions
Ondine,1,9,1,Drama,Octagon Films
Brother,1,9,1,Crime,Bandai Visual Company
Welcome to Collinwood,0,5,1,Comedy,Section Eight
Critical Care,0,10,0,Comedy,Live Entertainment
The Life Before Her Eyes,0,9,1,Thriller,2929 Productions
Darling Companion,0,4,0,Drama,Kasdan Pictures
Trade,0,1,1,Drama,Centropolis Film Productions
Breakfast of Champions,0,2,1,Comedy,Hollywood Pictures
"A Woman, a Gun and a Noodle Shop",0,12,0,Comedy,Beijing New Picture Film Co. Ltd.
Cypher,0,10,1,Thriller,Miramax Films
City of Life and Death,1,4,1,Drama,Media Asia Films
Space Battleship Yamato,1,12,1,Science Fiction,Tokyo Broadcasting System (TBS)
5 Days of War,1,4,1,War,Midnight Sun Pictures
Triangle,0,10,1,Horror,Dan Films
Heaven is for Real,2,4,1,Drama,TriStar Pictures
Snatch,2,9,1,Thriller,Columbia Pictures Corporation
Pet Sematary,2,4,1,Drama,Paramount Pictures
Madadayo,0,4,0,Drama,Tokuma Shoten
The Cry of the Owl,0,2,1,Drama,MACT Productions
A Tale of Three Cities,0,8,0,Drama,Huayi Brothers
Gremlins,4,6,1,Fantasy,Amblin Entertainment
Star Wars,11,5,1,Adventure,Lucasfilm
Dirty Grandpa,1,1,1,Comedy,Lionsgate
Doctor Zhivago,9,12,2,Drama,Metro-Goldwyn-Mayer (MGM)
Trash,0,10,0,Adventure,O2 Filmes
High School Musical 3: Senior Year,0,10,0,Comedy,Walt Disney Pictures
The Fighter,2,12,1,Drama,Paramount Pictures
Jackass Number Two,1,9,1,Action,Paramount Pictures
My Cousin Vinny,2,3,1,Comedy,Twentieth Century Fox Film Corporation
If I Stay,1,8,1,Drama,New Line Cinema
Drive Hard,0,5,1,Action,Odyssey Media
Major League,1,2,1,Comedy,Paramount Pictures
St. Trinian's,0,12,0,Comedy,Ealing Studios
Phone Booth,2,9,1,Thriller,Fox 2000 Pictures
A Walk to Remember,1,1,1,Drama,DiNovi Pictures
Dead Man Walking,1,12,1,Drama,Havoc
Cruel Intentions,2,3,1,Drama,Columbia Pictures
Saw VI,1,10,1,Horror,Lionsgate
History of the World: Part I,1,6,1,Comedy,Twentieth Century Fox Film Corporation
The Secret Life of Bees,1,9,1,Adventure,Fox Searchlight Pictures
Corky Romano,1,10,1,Action,Robert Simonds Productions
Raising Cain,1,8,1,Drama,Universal Pictures
F.I.S.T.,1,4,1,Drama,United Artists
Invaders from Mars,1,1,1,Science Fiction,Cannon Pictures
Brooklyn,1,10,1,Drama,Wildgaze Films
Barry Lyndon,1,12,2,Drama,Hawk Films
Out Cold,1,11,1,Comedy,Spyglass Entertainment
The Ladies Man,1,10,1,Comedy,SNL Studios
Quartet,1,9,1,Drama,BBC Films
Tomcats,1,3,1,Comedy,Columbia Pictures
Frailty,1,11,1,Drama,Cinerenta Medienbeteiligungs KG
Woman in Gold,1,4,1,Drama,BBC Films
Kinsey,0,9,0,Drama,Fox Searchlight Pictures
Army of Darkness,0,10,1,Fantasy,Universal Pictures
Slackers,1,2,1,Comedy,Sony Pictures
What's Eating Gilbert Grape,1,12,1,Romance,Paramount Pictures
The Visual Bible: The Gospel of John,1,9,1,Drama,Gospel of John Ltd.
Vera Drake,0,10,1,Crime,Ingenious Film Partners
The Guru,0,8,0,Comedy,Universal Pictures
The Perez Family,1,5,1,Comedy,"Samuel Goldwyn Company, The"
Inside Llewyn Davis,1,10,1,Drama,StudioCanal
O,1,8,0,Drama,FilmEngine
Return to the Blue Lagoon,1,8,1,Drama,Columbia Pictures Corporation
The Molly Maguires,1,1,2,Drama,Paramount Pictures
Romance & Cigarettes,1,9,0,Comedy,United Artists
Copying Beethoven,0,9,1,Drama,Sidney Kimmel Entertainment
Brighton Rock,0,9,0,Drama,BBC Films
Saw V,2,10,1,Horror,Lionsgate
Machine Gun McCain,0,4,0,Drama,Euro International Film (EIA)
LOL,0,2,1,Drama,Double Feature Films
Jindabyne,0,7,0,Crime,Australian Film Finance Corporation (AFFC)
Kabhi Alvida Naa Kehna,1,8,1,Drama,Yash Raj Films
An Ideal Husband,1,4,1,Drama,Miramax Films
The Last Days on Mars,0,8,0,Science Fiction,Qwerty Films
Darkness,0,10,0,Horror,Vía Digital
2001: A Space Odyssey,5,4,2,Science Fiction,Stanley Kubrick Productions
E.T. the Extra-Terrestrial,11,4,1,Science Fiction,Universal Pictures
In the Land of Women,1,4,1,Romance,Castle Rock Entertainment
The Blue Butterfly,0,2,0,Adventure,Palpable Productions
There Goes My Baby,1,9,1,Drama,Nelson Entertainment
September Dawn,0,5,1,Drama,September Dawn
For Greater Glory - The True Story of Cristiada,1,6,1,History,Dos Corazones
The Bélier Family,0,12,1,Comedy,France 2 Cinéma
Good Will Hunting,4,12,1,Drama,Miramax Films
Misconduct,0,2,1,Drama,Lionsgate
Saw III,2,10,1,Horror,Lions Gate Films
Stripes,3,6,1,Action,Columbia Pictures Industries
Bring It On,2,8,1,Comedy,Beacon Communications
The Purge: Election Year,2,6,1,Action,Universal Pictures
She's All That,2,1,1,Comedy,Miramax Films
Saw IV,2,10,1,Horror,Lions Gate Films
White Noise,2,1,1,Drama,Universal Pictures
Madea's Family Reunion,1,2,1,Drama,Lions Gate Films
The Color of Money,2,10,1,Drama,Silver Screen Partners
The Longest Day,5,9,2,Action,Twentieth Century Fox Film Corporation
The Mighty Ducks,1,10,1,Comedy,Walt Disney
The Grudge,3,10,1,Horror,Ghost House Pictures
Happy Gilmore,1,2,1,Comedy,Universal Pictures
Jeepers Creepers,1,7,1,Horror,United Artists
Bill & Ted's Excellent Adventure,1,2,1,Adventure,Orion Pictures
Oliver!,3,9,2,Drama,Columbia Pictures Corporation
The Best Exotic Marigold Hotel,2,11,1,Drama,Participant Media
Recess: School's Out,1,1,1,Science Fiction,Walt Disney Television Animation
Mad Max Beyond Thunderdome,1,6,1,Action,Kennedy Miller Productions
Commando,2,10,1,Action,Twentieth Century Fox Film Corporation
The Boy,1,1,1,Horror,Lakeshore Entertainment
Devil,1,1,1,Horror,Universal Pictures
Friday After Next,1,11,1,Comedy,New Line Cinema
Insidious: Chapter 3,2,6,1,Drama,Sony Pictures
The Last Dragon,1,3,1,Action,TriStar Pictures
The Lawnmower Man,1,3,1,Horror,New Line Cinema
Nick and Norah's Infinite Playlist,1,10,1,Comedy,Columbia Pictures
Dogma,1,11,1,Fantasy,Lions Gate
The Banger Sisters,0,9,1,Comedy,Fox Searchlight Pictures
Twilight Zone: The Movie,1,6,1,Drama,Warner Bros.
Road House,1,5,1,Action,United Artists
A Low Down Dirty Shame,1,11,1,Action,Caravan Pictures
Swimfan,1,9,1,Drama,Twentieth Century Fox Film Corporation
Employee of the Month,1,10,1,Comedy,Lionsgate
Can't Hardly Wait,1,6,1,Comedy,Columbia Pictures
The Outsiders,1,3,1,Crime,American Zoetrope
Pete's Dragon,2,8,2,Adventure,Walt Disney Pictures
The Dead Zone,1,10,1,Horror,Paramount Pictures
Sinister 2,1,8,1,Horror,Alliance Films
Sparkle,1,8,1,Drama,TriStar Pictures
Valentine,0,2,0,Horror,Village Roadshow Pictures
The Fourth Kind,1,11,1,Mystery,Universal Pictures
A Prairie Home Companion,0,6,1,Drama,River Road Entertainment
Sugar Hill,0,2,0,Drama,Beacon Communications
Invasion U.S.A.,0,9,0,Action,Cannon Films
Roll Bounce,0,9,0,Comedy,Fox Searchlight Pictures
Rushmore,1,9,1,Comedy,Touchstone Pictures
Skyline,1,11,1,Science Fiction,Rogue Pictures
The Second Best Exotic Marigold Hotel,1,2,1,Drama,Fox Searchlight Pictures
Kit Kittredge: An American Girl,0,7,0,Comedy,New Line Cinema
The Perfect Man,0,6,0,Comedy,Universal Pictures
Mo' Better Blues,1,8,1,Drama,Universal Pictures
Kung Pow: Enter the Fist,0,1,0,Action,Twentieth Century Fox Film Corporation
Tremors,1,1,1,Action,Universal Pictures
Wrong Turn,1,5,1,Horror,Summit Entertainment
The Long Riders,1,5,1,Western,United Artists
The Corruptor,1,3,1,Action,New Line Cinema
Mud,1,5,1,Drama,FilmNation Entertainment
Reno 911!: Miami,1,2,1,Action,Paramount Pictures
One Direction: This Is Us,0,8,1,Documentary,Columbia Pictures
"The Goods: Live Hard, Sell Hard",0,8,1,Comedy,Paramount Vantage
Hey Arnold! The Movie,0,6,0,Animation,Paramount Pictures
My Week with Marilyn,1,10,1,Drama,BBC Films
The Matador,1,5,1,Action,Miramax Films
Love Jones,0,3,1,Comedy,New Line Cinema
The Gift,1,7,1,Thriller,Blumhouse Productions
End of the Spear,0,12,0,Adventure,Bearing Fruit Entertainment
Get Over It,0,3,1,Comedy,Miramax
Office Space,1,2,1,Comedy,Twentieth Century Fox Film Corporation
Drop Dead Gorgeous,1,7,1,Comedy,New Line Cinema
Big Eyes,1,12,1,Drama,The Weinstein Company
Very Bad Things,1,9,1,Comedy,Initial Entertainment Group (IEG)
Body Double,1,10,1,Crime,Columbia Pictures Corporation
MacGruber,1,5,1,Action,Relativity Media
Dirty Pretty Things,0,9,0,Crime,Miramax Films
Movie 43,1,1,1,Comedy,Greenestreet Films
Over Her Dead Body,0,2,1,Comedy,The Safran Company
Seeking a Friend for the End of the World,1,6,1,Comedy,Mandate Pictures
Cedar Rapids,1,2,0,Comedy,Ad Hominem Enterprises
American History X,1,10,1,Drama,New Line Cinema
The Collection,1,9,0,Horror,Fortress Features
Teacher's Pet,0,1,1,Animation,Walt Disney Pictures
The Red Violin,1,9,1,Drama,Rhombus Media
The Straight Story,0,10,1,Drama,Walt Disney Pictures
Deuces Wild,0,5,0,Action,United Artists
Bad Words,1,9,1,Comedy,Darko Entertainment
"Run, Fatboy, Run",1,9,1,Comedy,Entertainment Films
Heartbeeps,1,12,1,Comedy,Universal Pictures
Black or White,1,9,1,Drama,Treehouse Pictures
On the Line,0,10,0,Comedy,Miramax Films
Rescue Dawn,1,9,1,Adventure,Metro-Goldwyn-Mayer (MGM)
Danny Collins,1,3,1,Comedy,Big Indie Pictures
"Jeff, Who Lives at Home",1,9,1,Drama,Indian Paintbrush
I Am Love,0,9,0,Drama,Rai Cinema
Atlas Shrugged Part II,0,10,0,Drama,Cinema Vehicle Services
Romeo Is Bleeding,1,9,1,Action,Working Title Films
The Limey,1,5,1,Action,Artisan Entertainment
Crash,2,1,1,Drama,Blackfriars Bridge Films
The House of Mirth,1,9,1,Drama,Granada Film Productions
Malone,0,5,0,Action,Orion Pictures
Peaceful Warrior,0,3,0,Drama,Universal
Bucky Larson: Born to Be a Star,0,9,1,Comedy,Columbia Pictures
Bamboozled,0,10,0,Comedy,New Line Cinema
The Forest,1,1,1,Horror,Lava Bear Films
Sphinx,1,2,1,Adventure,Orion Pictures
While We're Young,1,4,1,Comedy,Scott Rudin Productions
A Better Life,1,6,1,Drama,Summit Entertainment
Spider,0,12,0,Drama,Téléfilm Canada
Gun Shy,1,2,1,Action,Hollywood Pictures
Nicholas Nickleby,0,12,0,Adventure,United Artists Corporation
The Iceman,1,9,1,Thriller,Bleiberg Entertainment
Cecil B. Demented,0,5,1,Thriller,Canal+
Killer Joe,1,9,1,Crime,Voltage pictures
The Joneses,1,9,1,Comedy,Echo Lake Productions
Owning Mahowny,0,5,0,Crime,Alliance Atlantis Communications
The Brothers Solomon,0,9,0,Comedy,Revolution Studios
My Blueberry Nights,1,5,1,Drama,Block 2 Pictures
Illuminata,0,5,0,Drama,Overseas FilmGroup
Swept Away,1,10,1,Comedy,Screen Gems
Shaolin Soccer,1,7,0,Action,Star Overseas
The Brown Bunny,0,8,1,Drama,Wild Bunch
The Swindle,0,10,0,Comedy,Rhône-Alpes Cinéma
Rosewater,0,11,0,Drama,Odd Lot Entertainment
Coriolanus,1,2,1,Drama,BBC Films
Imaginary Heroes,0,9,1,Comedy,Signature Pictures
High Heels and Low Lifes,0,7,0,Action,Fragile Films
World's Greatest Dad,1,8,1,Comedy,Magnolia Pictures
Severance,0,5,0,Horror,Qwerty Films
Edmond,0,8,1,Drama,First Independent Pictures
Welcome to the Rileys,1,10,0,Drama,Destination Films
Police Academy: Mission to Moscow,1,6,0,Comedy,Warner Bros.
Cinco de Mayo: La Batalla,0,5,1,War,Estudios Churubusco Azteca
Elsa & Fred,0,3,1,Comedy,Riverside Entertainment
"An Alan Smithee Film: Burn, Hollywood, Burn",1,2,1,Comedy,Hollywood Pictures
The Good Guy,0,4,1,Comedy,Belladonna Productions
Motherhood,0,1,0,Comedy,John Wells Productions
Free Style,1,12,0,Drama,Rigel Entertainment
Strangerland,1,7,1,Drama,Worldview Entertainment
Janky Promoters,1,10,1,Comedy,Cube Vision
The Oxford Murders,0,1,1,Crime,La Fabrique de Films
The Reef,0,5,0,Drama,Lightning Entertainment
Eulogy,0,10,0,Comedy,Myriad Pictures
White Noise 2: The Light,0,1,0,Thriller,Brightlight Pictures
Beat the World,0,6,1,Music,The Harold Greenberg Fund
Fifty Dead Men Walking,0,9,0,Action,Téléfilm Canada
Jungle Shuffle,0,8,0,Family,Wonderworld Studios
Adam Resurrected,0,8,1,Drama,3L Filmproduktion GmbH
Of Horses and Men,1,8,1,Drama,Filmhuset Gruppen
It's a Wonderful Afterlife,0,5,0,Comedy,Studio 18
The Devil's Tomb,0,5,1,Action,Ice Cold Productions
Partition,0,2,0,Drama,Partition Films%2C Inc.
Good Intentions,0,3,0,Comedy,Shadowlight Productions
"The Good, The Bad, The Weird",0,7,1,Action,Cineclick Asia
Nurse 3-D,1,9,1,Horror,Lions Gate
Gunless,0,4,1,Drama,Rhombus Media
Adventureland,1,4,1,Comedy,Miramax Films
The Lost City,1,9,1,Drama,Lions Gate Films
Next Friday,1,1,1,Comedy,New Line Cinema
American Heist,0,9,1,Action,NGN Productions
You Only Live Twice,9,6,2,Action,Eon Productions
Plastic,0,4,1,Drama,Gateway Films
Amour,1,7,1,Drama,Les Films du Losange
Poltergeist III,1,6,1,Horror,Metro-Goldwyn-Mayer (MGM)
Re-Kill,0,10,1,Horror,Signature Pictures
"It's a Mad, Mad, Mad, Mad World",5,11,2,Action,United Artists
Volver,2,3,1,Comedy,El Deseo
Heavy Metal,0,8,1,Animation,Canadian Film Development Corporation (CFDC)
Richard III,0,12,0,Drama,British Screen
Into the Grizzly Maze,0,2,1,Action,Purple Pictures
Kites,0,5,0,Drama,Bollywood Hollywood Production
Melancholia,1,5,1,Drama,Zentropa Entertainments
Red Dog,0,8,0,Drama,Screen Australia
Jab Tak Hai Jaan,0,11,0,Drama,Yash Raj Films
Alien,4,5,1,Horror,Twentieth Century Fox Film Corporation
The Texas Chain Saw Massacre,2,10,1,Horror,New Line Cinema
The Runaways,1,3,1,Drama,River Road Entertainment
Fiddler on the Roof,6,11,2,Drama,United Artists
Thunderball,11,12,1,Adventure,Eon Productions
Detention,0,3,1,Horror,Detention Films
Loose Cannons,1,2,1,Comedy,Fandango
Set It Off,1,11,1,Drama,New Line Cinema
The Best Man,1,10,1,Drama,Universal Pictures
Child's Play,1,11,1,Horror,United Artists
Sicko,1,5,1,Documentary,The Weinstein Company
The Purge: Anarchy,2,7,1,Horror,Universal Pictures
Down to You,0,1,1,Comedy,Miramax Films
Harold & Kumar Go to White Castle,1,5,1,Comedy,New Line Cinema
The Contender,0,10,1,Drama,Battleplan Productions
Boiler Room,1,2,1,Crime,New Line Cinema
Trading Places,3,6,2,Comedy,Paramount Pictures
Black Christmas,1,12,1,Horror,Dimension Films
Breakin' All the Rules,0,5,0,Comedy,Screen Gems
Henry V,0,10,1,War,BBC Films
The Savages,0,1,0,Drama,Fox Searchlight Pictures
Chasing Papi,1,4,0,Comedy,Fox 2000 Pictures
Igby Goes Down,1,9,1,Comedy,United Artists
PCU,1,4,1,Comedy,Paul Schiff Productions
The Ultimate Gift,0,10,0,Romance,The Ultimate Gift LLC
The Ice Pirates,0,3,1,Action,JF Productions
Gracie,1,6,1,Drama,Elevation Filmworks
