company,release,prod_budget,revenue,genre,title
Paramount Pictures,10,1,1,Comedy,Vampire in Brooklyn
Warner Bros.,6,1,1,Horror,Exorcist II: The Heretic
Other,5,0,0,Horror,An American Haunting
Other,8,1,0,Comedy,My Boss's Daughter
Other,6,1,1,Thriller,A Perfect Getaway
Fox Searchlight Pictures,3,1,1,Comedy,Our Family Wedding
Paramount Pictures,8,0,0,Comedy,Dead Man on Campus
Other,3,1,1,Comedy,Tea with Mussolini
Paramount Pictures,10,0,0,Horror,Thinner
United Artists,6,0,0,Drama,"New York, New York"
Universal Pictures,5,0,0,Comedy,Crooklyn
Fox Searchlight Pictures,3,1,1,Comedy,I Think I Love My Wife
New Line Cinema,7,1,1,Horror,Jason X
The Weinstein Company,9,0,0,History,Bobby
Other,2,1,1,Comedy,Head Over Heels
Paramount Pictures,10,1,1,Comedy,Fun Size
Other,5,1,1,Drama,The Diving Bell and the Butterfly
New Line Cinema,10,1,1,Romance,Little Children
Village Roadshow Pictures,4,1,1,Drama,Gossip
Miramax Films,1,1,0,Drama,A Walk on the Moon
Other,10,0,1,Action,Catch a Fire
Other,3,1,1,Drama,Jefferson in Paris
Other,1,0,0,Comedy,Easy Virtue
Universal Pictures,11,0,0,Action,Caravans
Other,10,0,1,History,Mr. Turner
Other,5,0,0,Drama,Wild Grass
Other,2,0,0,Drama,Amen.
Other,9,1,0,History,Reign of Assassins
Fox Searchlight Pictures,9,1,1,Drama,Margaret
Other,10,1,0,Comedy,Stan Helsing
Other,8,1,1,Romance,Flipped
Other,9,1,1,Drama,Brokeback Mountain
Paramount Pictures,7,1,0,Comedy,Clueless
Other,9,1,1,Drama,Far from Heaven
Paramount Pictures,2,1,1,Comedy,Hot Tub Time Machine 2
Fox Searchlight Pictures,11,1,1,Drama,Quills
Other,9,1,1,Comedy,Seven Psychopaths
Other,1,0,0,Drama,The Caveman's Valentine
Other,9,1,1,Drama,Downfall
Other,9,1,1,Drama,The Sea Inside
Other,3,1,1,Thriller,Under the Skin
Other,12,1,2,Comedy,"Good Morning, Vietnam"
Other,2,1,1,Documentary,Justin Bieber: Never Say Never
Fox Searchlight Pictures,12,1,2,Drama,Black Swan
Paramount Pictures,12,1,1,Drama,The Godfather: Part II
Other,1,1,1,Drama,Save the Last Dance
New Line Cinema,8,1,1,Horror,A Nightmare on Elm Street 4: The Dream Master
TriStar Pictures,3,1,1,Drama,Miracles from Heaven
Twentieth Century Fox Film Corporation,12,1,1,Comedy,"Dude, Where’s My Car?"
Twentieth Century Fox Film Corporation,8,1,1,Crime,Young Guns
The Weinstein Company,10,1,1,Comedy,St. Vincent
Other,2,1,1,Comedy,About Last Night
Other,3,1,1,Comedy,10 Things I Hate About You
Other,5,1,0,Comedy,The New Guy
New Line Cinema,2,0,0,Comedy,National Lampoon's Loaded Weapon 1
Columbia Pictures,6,1,1,Horror,The Shallows
New Line Cinema,1,1,1,Science Fiction,The Butterfly Effect
Paramount Pictures,2,0,0,Comedy,Snow Day
Other,11,1,0,Comedy,This Christmas
TriStar Pictures,3,1,1,Science Fiction,Baby Geniuses
TriStar Pictures,4,1,1,Action,The Big Hit
Paramount Pictures,7,1,0,Comedy,Harriet the Spy
Universal Pictures,11,1,1,Drama,Child's Play 2
Other,9,1,1,Crime,No Good Deed
Other,11,1,1,Science Fiction,The Mist
Other,1,1,1,Drama,Ex Machina
Other,9,1,1,Fantasy,Being John Malkovich
Other,9,1,0,Comedy,Two Can Play That Game
Other,6,1,1,Family,Earth to Echo
Touchstone Pictures,6,1,1,Drama,Crazy/Beautiful
DreamWorks SKG,12,1,1,Action,Letters from Iwo Jima
Other,10,1,1,Adventure,The Astronaut Farmer
New Line Cinema,5,1,1,Comedy,Woo
Other,10,1,1,Drama,Room
Other,6,0,0,Comedy,Dirty Work
Other,4,1,1,Comedy,Serial Mom
Columbia Pictures,8,1,1,Comedy,Dick
Other,8,1,1,Music,54
Touchstone Pictures,8,0,0,Adventure,Bubble Boy
Other,9,1,0,Comedy,Birthday Girl
Other,3,1,1,Comedy,21 & Over
Other,5,1,1,Drama,"Paris, je t'aime"
Other,6,0,0,Drama,Resurrecting the Champ
Other,3,1,1,Comedy,Admission
Other,1,0,0,Romance,The Widow of Saint-Pierre
Other,3,1,1,Drama,Chloe
New Line Cinema,4,1,1,Comedy,Faithful
Other,3,1,1,Drama,Find Me Guilty
Summit Entertainment,9,1,1,Drama,The Perks of Being a Wallflower
New Line Cinema,5,1,1,Action,Excessive Force
Other,11,1,1,Drama,Infamous
Other,12,0,0,Drama,The Claim
Other,7,1,1,Thriller,The Vatican Tapes
Other,5,1,1,Action,Attack the Block
Other,12,1,1,Drama,In the Land of Blood and Honey
TriStar Pictures,3,1,1,Crime,The Call
Other,7,0,0,History,Operation Chromite
Other,7,0,1,Family,The Crocodile Hunter: Collision Course
Other,1,1,1,Comedy,I Love You Phillip Morris
Other,12,1,1,Adventure,Quest for Fire
Fox Searchlight Pictures,12,1,1,Drama,Antwone Fisher
Universal Pictures,11,0,0,Drama,The Emperor's Club
Other,9,1,1,Action,True Romance
Other,7,1,0,Romance,Womb
New Line Cinema,9,1,1,Crime,Glengarry Glen Ross
Other,2,1,0,Crime,The Killer Inside Me
Universal Pictures,4,0,0,Drama,Cat People
Summit Entertainment,9,1,1,Horror,Sorority Row
United Artists,9,0,0,Adventure,The Prisoner of Zenda
Other,10,1,1,Comedy,Lars and the Real Girl
Miramax Films,5,1,1,War,The Boy in the Striped Pyjamas
Other,5,1,1,Drama,Dancer in the Dark
Fox Searchlight Pictures,12,0,0,Drama,Oscar and Lucinda
Other,1,1,1,Crime,The Funeral
Other,9,1,1,Comedy,Solitary Man
Other,9,1,1,Action,Machete
Other,9,1,1,Crime,Casino Jack
Other,11,1,1,Animation,The Land Before Time
Other,2,0,1,Action,Tae Guk Gi: The Brotherhood of War
Other,4,1,1,Drama,The Perfect Game
Warner Bros.,12,1,5,Drama,The Exorcist
Universal Pictures,6,1,5,Horror,Jaws
Universal Pictures,7,1,2,Comedy,American Pie
Other,12,1,1,Animation,Ernest & Celestine
Paramount Pictures,12,1,1,Action,The Golden Child
Other,4,1,1,Comedy,Think Like a Man
Metro-Goldwyn-Mayer (MGM),4,1,1,Comedy,Barbershop
Paramount Pictures,6,1,1,Action,Star Trek II: The Wrath of Khan
Warner Bros.,2,1,1,Comedy,Ace Ventura: Pet Detective
United Artists,6,1,1,Thriller,WarGames
Paramount Pictures,2,1,1,Crime,Witness
Other,2,1,1,Action,Act of Valor
Summit Entertainment,8,1,1,Music,Step Up
Paramount Pictures,12,1,0,Animation,Beavis and Butt-Head Do America
Miramax Films,12,1,1,Comedy,Jackie Brown
New Line Cinema,4,1,1,Comedy,Harold & Kumar Escape from Guantanamo Bay
Twentieth Century Fox Film Corporation,2,1,1,Science Fiction,Chronicle
United Artists,11,1,1,Music,Yentl
Other,7,1,1,Family,Time Bandits
Paramount Pictures,2,1,1,Action,Crossroads
Other,3,1,1,Comedy,Project X
Twentieth Century Fox Film Corporation,1,1,3,Drama,Patton
Fox Searchlight Pictures,8,1,1,Horror,One Hour Photo
Other,10,1,1,Horror,Quarantine
Other,2,1,1,Drama,The Eye
Fox Searchlight Pictures,4,1,1,Comedy,Johnson Family Vacation
Universal Pictures,12,1,1,Comedy,How High
Walt Disney Pictures,12,0,1,Comedy,The Muppet Christmas Carol
Miramax Films,8,1,1,Drama,Frida
Paramount Pictures,6,1,1,Documentary,Katy Perry: Part of Me
Other,5,1,2,Romance,The Fault in Our Stars
Miramax Films,9,1,1,Drama,Rounders
Paramount Pictures,12,0,1,Drama,Top Five
Paramount Pictures,1,1,1,Horror,Prophecy
Other,9,1,1,Horror,Stir of Echoes
Other,11,1,1,Drama,Philomena
New Line Cinema,1,0,0,Comedy,The Upside of Anger
Other,10,0,0,Horror,The Boys from Brazil
Other,3,1,1,Fantasy,Aquamarine
Other,6,1,1,Drama,Paper Towns
Other,9,1,1,Drama,Nebraska
Universal Pictures,1,0,0,Horror,Tales from the Crypt: Demon Knight
Walt Disney Pictures,10,1,1,Comedy,Max Keeble's Big Move
Paramount Pictures,12,1,1,Comedy,Young Adult
Lions Gate Films,8,1,1,Action,Crank
Other,8,0,1,Comedy,Def Jam's How to Be a Player
New Line Cinema,10,1,1,Comedy,Living Out Loud
Fox Searchlight Pictures,5,0,1,Comedy,Just Wright
Other,10,0,0,Drama,Rachel Getting Married
Other,3,1,0,Romance,The Postman Always Rings Twice
Other,8,0,1,Drama,Girl with a Pearl Earring
Other,9,1,1,Action,Das Boot
Touchstone Pictures,3,1,0,Comedy,Sorority Boys
Other,8,0,1,Comedy,About Time
Other,5,0,1,Adventure,House of Flying Daggers
Lionsgate,9,1,1,Drama,Arbitrage
Paramount Pictures,1,1,1,Science Fiction,Project Almanac
Other,12,1,0,Drama,Cadillac Records
Universal Pictures,5,0,0,Action,Screwed
Village Roadshow Pictures,9,1,1,Action,Fortress
Other,11,1,1,Comedy,For Your Consideration
Other,9,0,0,Drama,Celebrity
TriStar Pictures,10,1,1,Drama,Running with Scissors
Other,6,1,1,Comedy,From Justin to Kelly
Fox Searchlight Pictures,3,1,1,Comedy,Girl 6
Other,9,1,1,Mystery,In the Cut
Other,11,1,1,Drama,Two Lovers
Other,9,0,0,Comedy,Last Orders
Other,7,1,1,Horror,The Host
Twentieth Century Fox Film Corporation,3,1,0,Comedy,Ravenous
Metro-Goldwyn-Mayer (MGM),2,1,0,Comedy,Charlie Bartlett
Other,5,1,1,Comedy,The Great Beauty
Other,6,0,0,Comedy,The Dangerous Lives of Altar Boys
Fox Searchlight Pictures,2,1,1,Drama,Stoker
Other,5,1,1,Fantasy,2046
Other,9,1,0,Crime,Married Life
Other,4,1,0,Adventure,Duma
Other,9,1,1,Drama,Ondine
Other,9,1,1,Crime,Brother
Other,5,1,0,Comedy,Welcome to Collinwood
Other,10,0,0,Comedy,Critical Care
Other,9,1,0,Thriller,The Life Before Her Eyes
Other,4,0,0,Drama,Darling Companion
Other,1,1,0,Drama,Trade
Other,2,1,0,Comedy,Breakfast of Champions
Other,12,0,0,Comedy,"A Woman, a Gun and a Noodle Shop"
Miramax Films,10,1,0,Thriller,Cypher
Other,4,1,1,Drama,City of Life and Death
Other,12,1,1,Science Fiction,Space Battleship Yamato
Other,4,1,1,War,5 Days of War
Other,10,1,0,Horror,Triangle
TriStar Pictures,4,1,1,Drama,Heaven is for Real
Columbia Pictures,9,1,1,Thriller,Snatch
Paramount Pictures,4,1,1,Drama,Pet Sematary
Other,4,0,0,Drama,Madadayo
Other,2,1,0,Drama,The Cry of the Owl
Other,8,0,0,Drama,A Tale of Three Cities
Other,6,1,2,Fantasy,Gremlins
Other,5,1,5,Adventure,Star Wars
Lionsgate,1,1,1,Comedy,Dirty Grandpa
Metro-Goldwyn-Mayer (MGM),12,1,4,Drama,Doctor Zhivago
Other,10,0,0,Adventure,Trash
Walt Disney Pictures,10,0,0,Comedy,High School Musical 3: Senior Year
Paramount Pictures,12,1,1,Drama,The Fighter
Paramount Pictures,9,1,1,Action,Jackass Number Two
Twentieth Century Fox Film Corporation,3,1,1,Comedy,My Cousin Vinny
New Line Cinema,8,1,1,Drama,If I Stay
Other,5,1,0,Action,Drive Hard
Paramount Pictures,2,1,1,Comedy,Major League
Other,12,0,0,Comedy,St. Trinian's
Other,9,1,1,Thriller,Phone Booth
Other,1,1,1,Drama,A Walk to Remember
Other,12,1,1,Drama,Dead Man Walking
Columbia Pictures,3,1,1,Drama,Cruel Intentions
Lionsgate,10,1,1,Horror,Saw VI
Twentieth Century Fox Film Corporation,6,1,1,Comedy,History of the World: Part I
Fox Searchlight Pictures,9,1,1,Adventure,The Secret Life of Bees
Other,10,1,1,Action,Corky Romano
Universal Pictures,8,1,1,Drama,Raising Cain
United Artists,4,1,1,Drama,F.I.S.T.
Other,1,1,1,Science Fiction,Invaders from Mars
Other,10,1,1,Drama,Brooklyn
Other,12,1,1,Drama,Barry Lyndon
Other,11,1,1,Comedy,Out Cold
Other,10,1,1,Comedy,The Ladies Man
Other,9,1,1,Drama,Quartet
Columbia Pictures,3,1,1,Comedy,Tomcats
Other,11,1,1,Drama,Frailty
Other,4,1,1,Drama,Woman in Gold
Fox Searchlight Pictures,9,0,0,Drama,Kinsey
Universal Pictures,10,1,0,Fantasy,Army of Darkness
Other,2,1,1,Comedy,Slackers
Paramount Pictures,12,1,1,Romance,What's Eating Gilbert Grape
Other,9,1,1,Drama,The Visual Bible: The Gospel of John
Other,10,1,0,Crime,Vera Drake
Universal Pictures,8,0,0,Comedy,The Guru
Other,5,1,1,Comedy,The Perez Family
Other,10,1,1,Drama,Inside Llewyn Davis
Other,8,0,1,Drama,O
Columbia Pictures,8,1,1,Drama,Return to the Blue Lagoon
Paramount Pictures,1,1,1,Drama,The Molly Maguires
United Artists,9,0,1,Comedy,Romance & Cigarettes
Other,9,1,0,Drama,Copying Beethoven
Other,9,0,0,Drama,Brighton Rock
Lionsgate,10,1,1,Horror,Saw V
Other,4,0,0,Drama,Machine Gun McCain
Other,2,1,0,Drama,LOL
Other,7,0,0,Crime,Jindabyne
Other,8,1,1,Drama,Kabhi Alvida Naa Kehna
Miramax Films,4,1,1,Drama,An Ideal Husband
Other,8,0,0,Science Fiction,The Last Days on Mars
Other,10,0,0,Horror,Darkness
Other,4,1,2,Science Fiction,2001: A Space Odyssey
Universal Pictures,4,1,5,Science Fiction,E.T. the Extra-Terrestrial
Other,4,1,1,Romance,In the Land of Women
Other,2,0,0,Adventure,The Blue Butterfly
Other,9,1,1,Drama,There Goes My Baby
Other,5,1,0,Drama,September Dawn
Other,6,1,1,History,For Greater Glory - The True Story of Cristiada
Other,12,1,0,Comedy,The Bélier Family
Miramax Films,12,1,2,Drama,Good Will Hunting
Lionsgate,2,1,0,Drama,Misconduct
Lions Gate Films,10,1,1,Horror,Saw III
Other,6,1,1,Action,Stripes
Other,8,1,1,Comedy,Bring It On
Universal Pictures,6,1,1,Action,The Purge: Election Year
Miramax Films,1,1,1,Comedy,She's All That
Lions Gate Films,10,1,1,Horror,Saw IV
Universal Pictures,1,1,1,Drama,White Noise
Lions Gate Films,2,1,1,Drama,Madea's Family Reunion
Other,10,1,1,Drama,The Color of Money
Twentieth Century Fox Film Corporation,9,1,2,Action,The Longest Day
Other,10,1,1,Comedy,The Mighty Ducks
Other,10,1,1,Horror,The Grudge
Universal Pictures,2,1,1,Comedy,Happy Gilmore
United Artists,7,1,1,Horror,Jeepers Creepers
Other,2,1,1,Adventure,Bill & Ted's Excellent Adventure
Columbia Pictures,9,1,2,Drama,Oliver!
Other,11,1,1,Drama,The Best Exotic Marigold Hotel
Other,1,1,1,Science Fiction,Recess: School's Out
Other,6,1,1,Action,Mad Max Beyond Thunderdome
Twentieth Century Fox Film Corporation,10,1,1,Action,Commando
Other,1,1,1,Horror,The Boy
Universal Pictures,1,1,1,Horror,Devil
New Line Cinema,11,1,1,Comedy,Friday After Next
Other,6,1,1,Drama,Insidious: Chapter 3
TriStar Pictures,3,1,1,Action,The Last Dragon
New Line Cinema,3,1,1,Horror,The Lawnmower Man
Columbia Pictures,10,1,1,Comedy,Nick and Norah's Infinite Playlist
Other,11,1,1,Fantasy,Dogma
Fox Searchlight Pictures,9,1,0,Comedy,The Banger Sisters
Warner Bros.,6,1,1,Drama,Twilight Zone: The Movie
United Artists,5,1,1,Action,Road House
Other,11,1,1,Action,A Low Down Dirty Shame
Twentieth Century Fox Film Corporation,9,1,1,Drama,Swimfan
Lionsgate,10,1,1,Comedy,Employee of the Month
Columbia Pictures,6,1,1,Comedy,Can't Hardly Wait
Other,3,1,1,Crime,The Outsiders
Walt Disney Pictures,8,1,1,Adventure,Pete's Dragon
Paramount Pictures,10,1,1,Horror,The Dead Zone
Other,8,1,1,Horror,Sinister 2
TriStar Pictures,8,1,1,Drama,Sparkle
Village Roadshow Pictures,2,0,0,Horror,Valentine
Universal Pictures,11,1,1,Mystery,The Fourth Kind
Other,6,1,0,Drama,A Prairie Home Companion
Other,2,0,0,Drama,Sugar Hill
Other,9,0,0,Action,Invasion U.S.A.
Fox Searchlight Pictures,9,0,0,Comedy,Roll Bounce
Touchstone Pictures,9,1,1,Comedy,Rushmore
Other,11,1,1,Science Fiction,Skyline
Fox Searchlight Pictures,2,1,1,Drama,The Second Best Exotic Marigold Hotel
New Line Cinema,7,0,0,Comedy,Kit Kittredge: An American Girl
Universal Pictures,6,0,0,Comedy,The Perfect Man
Universal Pictures,8,1,1,Drama,Mo' Better Blues
Twentieth Century Fox Film Corporation,1,0,0,Action,Kung Pow: Enter the Fist
Universal Pictures,1,1,1,Action,Tremors
Summit Entertainment,5,1,1,Horror,Wrong Turn
United Artists,5,1,1,Western,The Long Riders
New Line Cinema,3,1,1,Action,The Corruptor
Other,5,1,1,Drama,Mud
Paramount Pictures,2,1,1,Action,Reno 911!: Miami
Columbia Pictures,8,1,0,Documentary,One Direction: This Is Us
Other,8,1,0,Comedy,"The Goods: Live Hard, Sell Hard"
Paramount Pictures,6,0,0,Animation,Hey Arnold! The Movie
Other,10,1,1,Drama,My Week with Marilyn
Miramax Films,5,1,1,Action,The Matador
New Line Cinema,3,1,0,Comedy,Love Jones
Other,7,1,1,Thriller,The Gift
Other,12,0,0,Adventure,End of the Spear
Other,3,1,0,Comedy,Get Over It
Twentieth Century Fox Film Corporation,2,1,1,Comedy,Office Space
New Line Cinema,7,1,1,Comedy,Drop Dead Gorgeous
The Weinstein Company,12,1,1,Drama,Big Eyes
Other,9,1,1,Comedy,Very Bad Things
Columbia Pictures,10,1,1,Crime,Body Double
Other,5,1,1,Action,MacGruber
Miramax Films,9,0,0,Crime,Dirty Pretty Things
Other,1,1,1,Comedy,Movie 43
Other,2,1,0,Comedy,Over Her Dead Body
Other,6,1,1,Comedy,Seeking a Friend for the End of the World
Other,2,0,1,Comedy,Cedar Rapids
New Line Cinema,10,1,1,Drama,American History X
Other,9,0,1,Horror,The Collection
Walt Disney Pictures,1,1,0,Animation,Teacher's Pet
Other,9,1,1,Drama,The Red Violin
Walt Disney Pictures,10,1,0,Drama,The Straight Story
United Artists,5,0,0,Action,Deuces Wild
Other,9,1,1,Comedy,Bad Words
Other,9,1,1,Comedy,"Run, Fatboy, Run"
Universal Pictures,12,1,1,Comedy,Heartbeeps
Other,9,1,1,Drama,Black or White
Miramax Films,10,0,0,Comedy,On the Line
Metro-Goldwyn-Mayer (MGM),9,1,1,Adventure,Rescue Dawn
Other,3,1,1,Comedy,Danny Collins
Other,9,1,1,Drama,"Jeff, Who Lives at Home"
Other,9,0,0,Drama,I Am Love
Other,10,0,0,Drama,Atlas Shrugged Part II
Other,9,1,1,Action,Romeo Is Bleeding
Other,5,1,1,Action,The Limey
Other,1,1,1,Drama,Crash
Other,9,1,1,Drama,The House of Mirth
Other,5,0,0,Action,Malone
Other,3,0,0,Drama,Peaceful Warrior
Columbia Pictures,9,1,0,Comedy,Bucky Larson: Born to Be a Star
New Line Cinema,10,0,0,Comedy,Bamboozled
Other,1,1,1,Horror,The Forest
Other,2,1,1,Adventure,Sphinx
Other,4,1,1,Comedy,While We're Young
Summit Entertainment,6,1,1,Drama,A Better Life
Other,12,0,0,Drama,Spider
Other,2,1,1,Action,Gun Shy
Other,12,0,0,Adventure,Nicholas Nickleby
Other,9,1,1,Thriller,The Iceman
Other,5,1,0,Thriller,Cecil B. Demented
Other,9,1,1,Crime,Killer Joe
Other,9,1,1,Comedy,The Joneses
Other,5,0,0,Crime,Owning Mahowny
Other,9,0,0,Comedy,The Brothers Solomon
Other,5,1,1,Drama,My Blueberry Nights
Other,5,0,0,Drama,Illuminata
Other,10,1,1,Comedy,Swept Away
Other,7,0,1,Action,Shaolin Soccer
Other,8,1,0,Drama,The Brown Bunny
Other,10,0,0,Comedy,The Swindle
Other,11,0,0,Drama,Rosewater
Other,2,1,1,Drama,Coriolanus
Other,9,1,0,Comedy,Imaginary Heroes
Other,7,0,0,Action,High Heels and Low Lifes
Other,8,1,1,Comedy,World's Greatest Dad
Other,5,0,0,Horror,Severance
Other,8,1,0,Drama,Edmond
Other,10,0,1,Drama,Welcome to the Rileys
Warner Bros.,6,0,1,Comedy,Police Academy: Mission to Moscow
Other,5,1,0,War,Cinco de Mayo: La Batalla
Other,3,1,0,Comedy,Elsa & Fred
Other,2,1,1,Comedy,"An Alan Smithee Film: Burn, Hollywood, Burn"
Other,4,1,0,Comedy,The Good Guy
Other,1,0,0,Comedy,Motherhood
Other,12,0,1,Drama,Free Style
Other,7,1,1,Drama,Strangerland
Other,10,1,1,Comedy,Janky Promoters
Other,1,1,0,Crime,The Oxford Murders
Other,5,0,0,Drama,The Reef
Other,10,0,0,Comedy,Eulogy
Other,1,0,0,Thriller,White Noise 2: The Light
Other,6,1,0,Music,Beat the World
Other,9,0,0,Action,Fifty Dead Men Walking
Other,8,0,0,Family,Jungle Shuffle
Other,8,1,0,Drama,Adam Resurrected
Other,8,1,1,Drama,Of Horses and Men
Other,5,0,0,Comedy,It's a Wonderful Afterlife
Other,5,1,0,Action,The Devil's Tomb
Other,2,0,0,Drama,Partition
Other,3,0,0,Comedy,Good Intentions
Other,7,1,0,Action,"The Good, The Bad, The Weird"
Other,9,1,1,Horror,Nurse 3-D
Other,4,1,0,Drama,Gunless
Miramax Films,4,1,1,Comedy,Adventureland
Lions Gate Films,9,1,1,Drama,The Lost City
New Line Cinema,1,1,1,Comedy,Next Friday
Other,9,1,0,Action,American Heist
Other,6,1,4,Action,You Only Live Twice
Other,4,1,0,Drama,Plastic
Other,7,1,1,Drama,Amour
Metro-Goldwyn-Mayer (MGM),6,1,1,Horror,Poltergeist III
Other,10,1,0,Horror,Re-Kill
United Artists,11,1,2,Action,"It's a Mad, Mad, Mad, Mad World"
Other,3,1,1,Comedy,Volver
Other,8,1,0,Animation,Heavy Metal
Other,12,0,0,Drama,Richard III
Other,2,1,0,Action,Into the Grizzly Maze
Other,5,0,0,Drama,Kites
Other,5,1,1,Drama,Melancholia
Other,8,0,0,Drama,Red Dog
Other,11,0,0,Drama,Jab Tak Hai Jaan
Twentieth Century Fox Film Corporation,5,1,2,Horror,Alien
New Line Cinema,10,1,1,Horror,The Texas Chain Saw Massacre
Other,3,1,1,Drama,The Runaways
United Artists,11,1,3,Drama,Fiddler on the Roof
Other,12,1,5,Adventure,Thunderball
Other,3,1,0,Horror,Detention
Other,2,1,1,Comedy,Loose Cannons
New Line Cinema,11,1,1,Drama,Set It Off
Universal Pictures,10,1,1,Drama,The Best Man
United Artists,11,1,1,Horror,Child's Play
The Weinstein Company,5,1,1,Documentary,Sicko
Universal Pictures,7,1,1,Horror,The Purge: Anarchy
Miramax Films,1,1,0,Comedy,Down to You
New Line Cinema,5,1,1,Comedy,Harold & Kumar Go to White Castle
Other,10,1,0,Drama,The Contender
New Line Cinema,2,1,1,Crime,Boiler Room
Paramount Pictures,6,1,1,Comedy,Trading Places
Other,12,1,1,Horror,Black Christmas
Other,5,0,0,Comedy,Breakin' All the Rules
Other,10,1,0,War,Henry V
Fox Searchlight Pictures,1,0,0,Drama,The Savages
Other,4,0,1,Comedy,Chasing Papi
United Artists,9,1,1,Comedy,Igby Goes Down
Other,4,1,1,Comedy,PCU
Other,10,0,0,Romance,The Ultimate Gift
Other,3,1,0,Action,The Ice Pirates
Other,6,1,1,Drama,Gracie
Other,9,1,0,Comedy,Trust the Man
Other,10,0,1,Drama,Velvet Goldmine
Other,5,0,0,Horror,The Wailing
Twentieth Century Fox Film Corporation,8,1,1,Documentary,Glee: The Concert Movie
Other,8,0,0,Drama,The Legend of Suriyothai
Other,4,1,1,Comedy,Barbecue
Other,5,1,0,Comedy,All or Nothing
Other,5,1,1,Drama,Princess Kaiulani
Other,11,1,1,Drama,Opal Dream
Other,3,1,0,Crime,Flame & Citron
Other,8,1,1,Comedy,Undiscovered
Other,2,0,0,Thriller,Red Riding: In the Year of Our Lord 1974
Other,3,0,0,Drama,The Girl on the Train
Other,5,1,0,Drama,Veronika Decides to Die
Paramount Pictures,9,1,3,Adventure,Crocodile Dundee
Other,12,0,0,Animation,"Ultramarines: A Warhammer 40,000 Movie"
Miramax Films,1,1,0,Thriller,The I Inside
Other,4,1,0,Drama,Beneath Hill 60
Other,10,0,1,Drama,Polisse
The Weinstein Company,11,1,1,Thriller,Awake
Other,3,0,0,Action,Star Wars: Clone Wars: Volume 1
Other,11,1,0,Thriller,Skin Trade
Warner Bros.,7,1,1,Horror,The Lost Boys
Fox Searchlight Pictures,12,1,1,Drama,Crazy Heart
Twentieth Century Fox Film Corporation,11,1,1,Drama,The Rose
Other,9,1,1,Comedy,Baggage Claim
Paramount Pictures,10,1,1,Science Fiction,Barbarella
Walt Disney Pictures,10,0,0,Adventure,Shipwrecked
Paramount Pictures,4,0,0,Comedy,Election
Fox Searchlight Pictures,9,1,1,Drama,The Namesake
Other,2,1,1,Romance,The DUFF
Twentieth Century Fox Film Corporation,9,1,1,Drama,Glitter
Other,2,0,0,Horror,The Haunting in Connecticut 2: Ghosts of Georgia
Other,12,1,0,Action,Silmido
Other,11,1,1,Drama,Bright Star
Fox Searchlight Pictures,2,1,1,Drama,My Name Is Khan
Other,10,1,1,Action,All Is Lost
Other,5,1,1,Drama,The Wind That Shakes the Barley
